date,store_id,store_region,sku_id,category,units_sold,revenue,promo_flag,promo_type,price,inventory_level,store_size,holiday_flag
2022-02-16,1,East,125,Beverages,6,24.24,0,,4.04,558,Large,0
2022-10-23,4,South,139,Dairy,5,11.1,0,,2.22,519,Small,1
2022-01-02,3,South,109,Dairy,11,44.77,0,,4.07,584,Large,1
2022-02-24,6,East,108,Snacks,9,38.07,0,,4.23,296,Large,0
2022-05-06,5,East,123,Snacks,24,41.28,1,FlashSale,1.72,228,Large,0
2022-09-02,2,East,104,Personal Care,5,48.9,0,,9.78,697,Medium,0
2022-03-22,7,East,120,Snacks,9,72.45,0,,8.05,333,Large,0
2022-09-04,5,North,115,Snacks,6,41.7,0,,6.95,906,Small,1
2022-11-21,9,North,137,Household,9,56.07,0,,6.23,976,Small,0
2022-04-05,1,North,124,Beverages,12,72.72,0,,6.06,699,Medium,0
2022-07-29,5,East,147,Snacks,22,40.04,1,Discount,1.82,370,Medium,0
2022-03-22,7,North,109,Snacks,12,55.68,0,,4.64,586,Small,0
2022-07-07,5,South,143,Snacks,8,69.68,0,,8.71,829,Medium,0
2022-06-03,5,South,128,Snacks,13,74.1,0,,5.7,505,Medium,0
2022-02-03,5,East,147,Dairy,29,210.83,1,BuyOneGetOne,7.27,381,Medium,0
2022-07-09,10,South,129,Dairy,9,18.18,0,,2.02,681,Small,1
2022-12-28,3,East,125,Snacks,15,41.4,1,FlashSale,2.76,781,Medium,0
2022-11-27,9,North,125,Snacks,17,157.42,0,,9.26,852,Large,1
2022-07-23,2,East,121,Beverages,4,36.92,0,,9.23,216,Small,1
2022-01-22,5,South,109,Household,8,67.76,0,,8.47,101,Large,1
2022-03-02,6,South,105,Dairy,16,145.6,0,,9.1,443,Large,0
2022-11-09,4,South,107,Household,6,36.96,0,,6.16,147,Medium,0
2022-08-15,2,East,133,Dairy,18,33.84,1,BuyOneGetOne,1.88,258,Medium,0
2022-06-16,5,North,146,Snacks,6,17.4,0,,2.9,630,Medium,0
2022-08-04,1,South,133,Household,12,79.92,0,,6.66,447,Large,0
2022-03-28,6,North,131,Personal Care,10,73.4,0,,7.34,451,Medium,0
2022-03-15,9,East,111,Dairy,11,32.56,0,,2.96,136,Small,0
2022-10-07,5,North,106,Beverages,4,27.6,0,,6.9,487,Large,0
2022-10-08,8,North,112,Household,13,110.11,0,,8.47,607,Small,1
2022-02-28,3,North,126,Household,3,25.65,0,,8.55,673,Small,0
2022-03-21,10,East,146,Household,13,97.76,0,,7.52,459,Small,0
2022-01-18,3,North,103,Snacks,7,59.71,0,,8.53,999,Medium,0
2022-05-10,10,North,122,Personal Care,6,34.38,0,,5.73,604,Medium,0
2022-03-23,1,South,133,Household,5,43.95,0,,8.79,940,Small,0
2022-05-25,2,East,147,Snacks,13,129.74,0,,9.98,724,Large,0
2022-09-29,10,North,109,Snacks,8,38.24,0,,4.78,456,Large,0
2022-02-11,3,North,126,Snacks,10,34.8,0,,3.48,757,Small,0
2022-08-24,2,East,106,Snacks,26,142.22,1,BuyOneGetOne,5.47,855,Large,0
2022-11-11,3,East,135,Dairy,13,96.33,0,,7.41,937,Large,0
2022-08-05,9,South,126,Beverages,7,35.98,0,,5.14,133,Medium,0
2022-09-20,10,South,122,Dairy,25,152.5,1,Discount,6.1,870,Medium,0
2022-03-31,2,North,132,Snacks,20,45.6,1,Discount,2.28,303,Large,0
2022-01-29,10,North,104,Personal Care,6,23.1,0,,3.85,992,Large,1
2022-11-26,6,North,146,Personal Care,17,75.14,0,,4.42,284,Medium,1
2022-02-03,1,South,143,Beverages,5,35.15,0,,7.03,545,Large,0
2022-10-26,2,North,109,Snacks,8,28.24,0,,3.53,561,Small,0
2022-09-25,5,East,139,Snacks,7,14.98,0,,2.14,419,Large,1
2022-10-31,1,East,129,Beverages,12,27.48,0,,2.29,395,Medium,0
2022-07-09,2,North,145,Beverages,13,103.48,0,,7.96,750,Large,1
2022-06-27,1,South,133,Beverages,9,39.42,0,,4.38,994,Large,0
2022-12-30,1,East,112,Beverages,13,59.15,0,,4.55,715,Large,0
2022-03-24,1,East,121,Household,6,57.54,0,,9.59,212,Large,0
2022-06-21,10,East,111,Household,10,69.4,0,,6.94,697,Large,0
2022-03-04,1,North,122,Snacks,13,89.31,0,,6.87,279,Large,0
2022-11-03,5,North,115,Personal Care,8,59.52,0,,7.44,593,Large,0
2022-05-26,7,East,119,Beverages,12,59.88,0,,4.99,103,Large,0
2022-05-05,3,East,139,Dairy,9,63.09,0,,7.01,920,Small,0
2022-06-17,5,North,112,Dairy,25,74.0,1,FlashSale,2.96,300,Small,0
2022-12-10,2,South,149,Household,11,69.19,0,,6.29,344,Medium,1
2022-01-24,8,North,132,Beverages,27,72.09,1,BuyOneGetOne,2.67,805,Large,0
2022-07-08,10,North,148,Personal Care,22,116.82,1,FlashSale,5.31,742,Medium,0
2022-01-15,3,South,101,Snacks,5,31.4,0,,6.28,690,Large,1
2022-01-04,8,North,131,Personal Care,23,148.58,0,,6.46,361,Medium,0
2022-04-06,2,South,117,Snacks,10,42.9,0,,4.29,584,Large,0
2022-01-07,2,North,139,Dairy,8,34.72,0,,4.34,738,Large,0
2022-01-22,10,East,148,Snacks,9,35.64,0,,3.96,149,Large,1
2022-12-13,7,South,150,Dairy,10,44.6,0,,4.46,401,Large,0
2022-04-13,7,East,131,Snacks,14,43.4,0,,3.1,783,Large,0
2022-12-05,2,North,107,Personal Care,17,109.82,0,,6.46,307,Large,0
2022-04-18,5,East,117,Beverages,10,45.7,0,,4.57,999,Large,0
2022-04-21,8,South,147,Personal Care,7,33.88,0,,4.84,745,Medium,0
2022-03-02,1,South,149,Household,11,59.73,0,,5.43,944,Medium,0
2022-04-18,1,South,141,Household,21,95.34,1,Discount,4.54,834,Large,0
2022-02-28,1,East,147,Household,5,42.0,0,,8.4,706,Small,0
2022-09-20,6,South,137,Beverages,7,26.81,0,,3.83,337,Medium,0
2022-05-03,2,South,143,Household,7,69.37,0,,9.91,499,Medium,0
2022-06-15,3,North,132,Beverages,11,95.92,0,,8.72,985,Medium,0
2022-11-26,1,North,102,Personal Care,11,46.64,0,,4.24,732,Small,1
2022-01-02,6,East,106,Beverages,14,114.66,0,,8.19,274,Large,1
2022-04-12,9,North,123,Snacks,14,44.66,0,,3.19,503,Small,0
2022-01-02,3,South,149,Household,12,50.52,0,,4.21,188,Large,1
2022-02-26,9,North,142,Beverages,23,37.26,1,BuyOneGetOne,1.62,141,Large,1
2022-11-07,7,North,101,Household,6,52.62,0,,8.77,686,Medium,0
2022-01-26,8,South,108,Personal Care,13,56.81,0,,4.37,772,Medium,0
2022-12-08,8,North,121,Snacks,6,39.9,0,,6.65,980,Large,0
2022-10-16,6,South,121,Household,22,116.38,1,Discount,5.29,750,Large,1
2022-10-02,4,South,112,Personal Care,12,94.44,0,,7.87,670,Large,1
2022-05-25,2,South,138,Household,5,45.2,0,,9.04,508,Medium,0
2022-10-16,3,North,134,Household,24,100.08,1,Discount,4.17,451,Small,1
2022-11-08,2,South,112,Personal Care,12,78.12,0,,6.51,395,Small,0
2022-10-19,6,South,141,Beverages,11,89.43,0,,8.13,877,Medium,0
2022-07-20,9,East,101,Dairy,4,38.64,0,,9.66,976,Medium,0
2022-06-20,3,North,142,Personal Care,5,16.25,0,,3.25,373,Medium,0
2022-08-07,3,South,118,Personal Care,9,52.11,0,,5.79,456,Medium,1
2022-09-17,9,South,112,Household,11,40.37,0,,3.67,162,Medium,1
2022-10-05,10,East,132,Snacks,13,32.76,0,,2.52,471,Medium,0
2022-03-12,1,North,130,Snacks,9,30.87,0,,3.43,161,Small,1
2022-04-19,8,North,121,Household,11,35.31,0,,3.21,675,Large,0
2022-04-22,4,East,147,Personal Care,16,103.04,1,BuyOneGetOne,6.44,818,Small,0
2022-02-24,10,North,114,Beverages,12,90.36,0,,7.53,446,Small,0
2022-01-22,8,North,134,Dairy,7,37.8,0,,5.4,578,Large,1
2022-12-14,2,East,120,Household,13,108.03,0,,8.31,726,Small,0
2022-01-03,7,East,110,Personal Care,7,66.01,0,,9.43,245,Large,0
2022-04-27,9,North,118,Snacks,12,52.68,0,,4.39,325,Medium,0
2022-07-25,2,South,125,Household,16,118.08,1,Discount,7.38,190,Medium,0
2022-12-19,7,North,147,Personal Care,14,125.02,0,,8.93,127,Small,0
2022-03-21,4,South,122,Beverages,11,74.58,0,,6.78,938,Small,0
2022-10-05,9,North,129,Beverages,8,57.6,0,,7.2,507,Small,0
2022-04-06,1,South,133,Personal Care,20,40.0,1,Discount,2.0,919,Small,0
2022-07-02,1,South,132,Dairy,7,37.87,0,,5.41,212,Small,1
2022-01-09,8,South,112,Household,8,76.8,0,,9.6,752,Small,1
2022-09-11,1,East,120,Household,11,27.72,0,,2.52,831,Medium,1
2022-07-06,9,East,117,Dairy,10,80.3,0,,8.03,370,Small,0
2022-04-02,2,East,113,Household,9,80.55,0,,8.95,780,Medium,1
2022-06-26,3,North,116,Household,15,141.0,0,,9.4,550,Large,1
2022-05-16,1,East,134,Household,12,62.4,0,,5.2,401,Large,0
2022-08-28,6,East,139,Dairy,21,102.48,1,FlashSale,4.88,182,Medium,1
2022-03-21,5,East,146,Snacks,7,31.78,0,,4.54,651,Large,0
2022-12-15,9,South,117,Personal Care,12,106.8,0,,8.9,886,Large,0
2022-01-17,8,East,150,Household,12,102.6,0,,8.55,837,Large,0
2022-04-05,8,North,117,Household,9,29.97,0,,3.33,280,Medium,0
2022-11-08,10,East,126,Dairy,15,110.7,0,,7.38,673,Medium,0
2022-10-16,4,East,130,Dairy,11,35.42,0,,3.22,408,Large,1
2022-10-26,1,East,114,Snacks,8,55.6,0,,6.95,413,Medium,0
2022-03-03,6,East,128,Snacks,19,134.14,1,BuyOneGetOne,7.06,617,Small,0
2022-02-08,1,East,132,Personal Care,16,90.72,1,FlashSale,5.67,992,Medium,0
2022-05-28,5,North,120,Beverages,16,128.8,0,,8.05,196,Large,1
2022-10-08,10,South,116,Personal Care,22,110.0,1,FlashSale,5.0,901,Small,1
2022-10-12,2,North,133,Household,7,40.81,0,,5.83,151,Small,0
2022-01-15,4,North,143,Snacks,11,81.4,0,,7.4,695,Large,1
2022-03-01,7,South,113,Personal Care,11,82.5,0,,7.5,612,Small,0
2022-05-29,10,South,116,Personal Care,12,27.48,0,,2.29,283,Large,1
2022-05-28,6,North,122,Dairy,11,39.71,0,,3.61,753,Medium,1
2022-08-26,8,East,129,Dairy,13,36.79,0,,2.83,256,Small,0
2022-06-08,4,North,150,Beverages,16,39.68,0,,2.48,981,Medium,0
2022-05-19,7,South,145,Snacks,7,67.27,0,,9.61,338,Medium,0
2022-11-04,9,North,101,Household,8,22.48,0,,2.81,463,Small,0
2022-03-28,8,South,138,Personal Care,17,71.74,1,BuyOneGetOne,4.22,932,Medium,0
2022-07-18,3,North,116,Snacks,12,42.0,0,,3.5,396,Large,0
2022-11-30,4,South,124,Personal Care,9,41.67,0,,4.63,846,Medium,0
2022-06-24,9,North,101,Dairy,24,93.36,1,FlashSale,3.89,289,Large,0
2022-05-13,4,East,140,Beverages,8,18.24,0,,2.28,640,Large,0
2022-07-16,5,North,122,Personal Care,10,85.4,0,,8.54,579,Small,1
2022-06-28,9,South,107,Beverages,12,70.68,0,,5.89,665,Medium,0
2022-06-09,3,South,130,Snacks,8,52.0,0,,6.5,357,Large,0
2022-09-20,3,South,116,Beverages,12,101.52,0,,8.46,106,Small,0
2022-04-29,2,East,124,Personal Care,18,72.9,0,,4.05,118,Small,0
2022-06-16,1,South,122,Personal Care,10,66.8,0,,6.68,800,Large,0
2022-09-24,5,South,104,Personal Care,9,19.26,0,,2.14,884,Small,1
2022-05-28,5,East,123,Dairy,12,74.16,0,,6.18,737,Small,1
2022-09-29,1,North,109,Snacks,8,49.68,0,,6.21,869,Medium,0
2022-10-25,2,North,125,Snacks,8,25.36,0,,3.17,688,Small,0
2022-02-12,9,North,124,Dairy,7,25.41,0,,3.63,726,Medium,1
2022-08-01,3,South,133,Personal Care,12,79.56,0,,6.63,263,Large,0
2022-08-27,9,North,115,Dairy,12,109.92,0,,9.16,230,Medium,1
2022-05-15,2,South,115,Personal Care,20,150.6,1,Discount,7.53,875,Small,1
2022-04-14,4,North,147,Personal Care,11,25.85,0,,2.35,440,Large,0
2022-06-22,3,North,142,Dairy,13,87.49,0,,6.73,329,Small,0
2022-08-26,3,South,141,Household,13,123.24,0,,9.48,922,Medium,0
2022-02-26,8,South,144,Household,21,107.73,1,Discount,5.13,266,Medium,1
2022-01-06,7,North,146,Snacks,24,114.72,1,FlashSale,4.78,419,Small,0
2022-02-12,10,East,123,Personal Care,22,74.36,1,Discount,3.38,666,Small,1
2022-02-14,4,South,116,Dairy,6,41.04,0,,6.84,671,Medium,0
2022-01-01,2,North,135,Snacks,8,16.96,0,,2.12,457,Medium,1
2022-05-29,6,East,129,Personal Care,6,58.2,0,,9.7,478,Small,1
2022-06-10,2,East,119,Household,6,27.3,0,,4.55,554,Small,0
2022-11-08,10,South,119,Household,9,87.93,0,,9.77,423,Small,0
2022-07-20,5,South,103,Dairy,19,60.61,0,,3.19,947,Medium,0
2022-10-02,10,East,137,Beverages,10,22.7,0,,2.27,182,Large,1
2022-06-03,4,North,136,Beverages,13,109.07,0,,8.39,185,Large,0
2022-12-18,10,South,131,Snacks,9,41.76,0,,4.64,392,Large,1
2022-04-03,10,South,103,Personal Care,20,40.8,0,,2.04,831,Medium,1
2022-08-29,7,North,128,Snacks,12,102.48,0,,8.54,550,Small,0
2022-07-01,5,South,139,Beverages,12,119.4,0,,9.95,688,Small,0
2022-06-11,8,East,108,Household,8,61.36,0,,7.67,646,Medium,1
2022-03-02,3,East,105,Beverages,13,28.86,0,,2.22,933,Small,0
2022-11-05,2,North,125,Beverages,7,51.66,0,,7.38,956,Medium,1
2022-03-22,6,North,101,Dairy,13,111.28,0,,8.56,895,Small,0
2022-10-24,5,South,148,Snacks,23,74.98,1,FlashSale,3.26,205,Large,0
2022-04-18,3,East,144,Beverages,10,51.7,0,,5.17,325,Large,0
2022-03-30,2,South,146,Dairy,9,69.57,0,,7.73,582,Medium,0
2022-08-17,5,North,133,Household,14,49.56,0,,3.54,367,Large,0
2022-10-17,1,East,143,Household,6,28.38,0,,4.73,428,Large,0
2022-03-13,9,North,130,Household,8,71.2,0,,8.9,620,Small,1
2022-01-07,8,East,144,Dairy,12,59.04,0,,4.92,454,Medium,0
2022-10-03,10,East,122,Beverages,15,85.35,1,FlashSale,5.69,694,Small,0
2022-07-09,1,North,115,Household,12,97.08,0,,8.09,243,Small,1
2022-06-04,2,South,135,Personal Care,16,75.2,1,BuyOneGetOne,4.7,667,Large,1
2022-11-25,2,North,126,Dairy,11,78.87,0,,7.17,562,Small,0
2022-04-09,9,North,133,Beverages,13,95.68,0,,7.36,306,Large,1
2022-04-29,1,North,141,Beverages,13,43.16,0,,3.32,573,Small,0
2022-02-11,6,North,138,Beverages,9,60.12,0,,6.68,374,Small,0
2022-06-15,4,East,149,Snacks,13,72.02,0,,5.54,852,Large,0
2022-08-24,3,East,115,Personal Care,12,58.56,0,,4.88,642,Medium,0
2022-02-22,2,East,136,Snacks,8,61.92,0,,7.74,806,Small,0
2022-12-19,1,North,144,Beverages,11,53.46,0,,4.86,370,Small,0
2022-04-10,9,North,107,Snacks,19,102.03,0,,5.37,288,Small,1
2022-12-16,2,East,144,Personal Care,6,50.64,0,,8.44,548,Medium,0
2022-03-14,6,East,101,Dairy,10,57.1,0,,5.71,483,Medium,0
2022-08-01,6,South,110,Personal Care,11,93.39,0,,8.49,882,Medium,0
2022-05-09,9,North,144,Snacks,12,66.24,0,,5.52,375,Medium,0
2022-02-02,1,South,111,Beverages,13,59.15,0,,4.55,899,Medium,0
2022-03-09,5,South,115,Snacks,10,87.1,0,,8.71,465,Medium,0
2022-11-09,5,South,143,Personal Care,11,24.97,0,,2.27,703,Large,0
2022-10-31,6,East,129,Personal Care,6,34.5,0,,5.75,338,Large,0
2022-02-21,9,South,148,Snacks,16,48.96,0,,3.06,240,Small,0
2022-05-25,1,East,108,Personal Care,21,110.46,1,BuyOneGetOne,5.26,955,Large,0
2022-01-21,9,South,115,Personal Care,10,37.3,0,,3.73,682,Large,0
2022-05-02,10,North,113,Personal Care,5,47.6,0,,9.52,669,Large,0
2022-07-02,2,East,115,Personal Care,8,69.44,0,,8.68,388,Small,1
2022-05-16,8,South,119,Personal Care,14,111.86,0,,7.99,912,Large,0
2022-06-04,10,South,114,Household,3,24.3,0,,8.1,584,Medium,1
2022-03-25,10,North,130,Household,13,101.01,0,,7.77,796,Medium,0
2022-10-12,5,North,127,Dairy,6,53.64,0,,8.94,661,Small,0
2022-03-13,7,South,101,Personal Care,8,52.16,0,,6.52,186,Large,1
2022-01-25,8,North,137,Personal Care,22,85.58,1,FlashSale,3.89,623,Small,0
2022-10-09,3,North,112,Dairy,10,94.4,0,,9.44,896,Large,1
2022-05-09,4,South,128,Snacks,18,110.52,1,FlashSale,6.14,633,Large,0
2022-04-07,6,South,128,Dairy,8,16.4,0,,2.05,958,Small,0
2022-12-15,5,East,118,Snacks,8,51.12,0,,6.39,230,Medium,0
2022-05-11,7,North,139,Dairy,10,56.4,0,,5.64,996,Large,0
2022-03-10,4,East,126,Personal Care,8,35.12,0,,4.39,317,Large,0
2022-09-29,5,East,141,Dairy,10,51.7,0,,5.17,339,Medium,0
2022-11-28,7,East,115,Personal Care,10,40.6,0,,4.06,293,Large,0
2022-06-05,9,North,124,Dairy,9,33.12,0,,3.68,898,Medium,1
2022-06-30,10,East,123,Household,9,52.47,0,,5.83,872,Medium,0
2022-02-03,5,North,131,Personal Care,9,38.25,0,,4.25,128,Medium,0
2022-06-04,3,East,111,Dairy,8,29.84,0,,3.73,941,Large,1
2022-07-09,4,South,126,Personal Care,12,107.76,0,,8.98,673,Small,1
2022-09-05,3,East,101,Personal Care,11,76.12,0,,6.92,961,Small,0
2022-04-08,9,South,121,Household,23,114.31,1,BuyOneGetOne,4.97,366,Large,0
2022-05-26,7,East,136,Beverages,27,48.06,1,FlashSale,1.78,802,Medium,0
2022-09-06,8,North,132,Dairy,10,50.4,0,,5.04,710,Medium,0
2022-07-17,2,South,125,Snacks,12,64.08,0,,5.34,976,Small,1
2022-06-30,4,North,148,Beverages,9,25.92,0,,2.88,315,Large,0
2022-07-13,3,North,143,Personal Care,8,37.12,0,,4.64,152,Medium,0
2022-02-04,9,East,146,Personal Care,16,157.6,0,,9.85,282,Large,0
2022-05-05,6,South,126,Household,3,20.64,0,,6.88,546,Small,0
2022-07-07,5,North,115,Personal Care,10,54.4,0,,5.44,653,Small,0
2022-12-22,3,South,144,Dairy,17,159.8,0,,9.4,967,Medium,0
2022-01-17,6,East,137,Beverages,7,52.43,0,,7.49,351,Large,0
2022-05-19,10,North,113,Snacks,15,47.85,0,,3.19,271,Medium,0
2022-04-04,5,South,132,Household,13,111.8,0,,8.6,920,Small,0
2022-03-09,9,North,113,Dairy,4,23.24,0,,5.81,663,Medium,0
2022-07-14,1,South,121,Dairy,7,52.01,0,,7.43,813,Small,0
2022-08-06,6,South,137,Household,11,36.19,0,,3.29,657,Medium,1
2022-02-01,1,East,115,Personal Care,17,66.3,1,Discount,3.9,795,Large,0
2022-12-21,7,South,103,Personal Care,10,84.5,0,,8.45,364,Medium,0
2022-06-24,5,South,116,Beverages,11,37.51,0,,3.41,288,Medium,0
2022-11-22,2,East,140,Personal Care,9,54.9,0,,6.1,576,Large,0
2022-05-03,1,North,145,Household,6,55.02,0,,9.17,146,Medium,0
2022-08-20,10,East,131,Snacks,12,95.28,0,,7.94,402,Small,1
2022-09-13,2,South,116,Snacks,11,28.16,0,,2.56,617,Medium,0
2022-11-03,7,South,102,Snacks,8,71.52,0,,8.94,363,Small,0
2022-10-16,5,North,147,Household,9,81.45,0,,9.05,230,Large,1
2022-12-01,2,South,149,Household,17,122.74,0,,7.22,779,Medium,0
2022-02-18,8,North,135,Personal Care,6,49.44,0,,8.24,369,Medium,0
2022-05-08,10,North,110,Beverages,7,52.22,1,BuyOneGetOne,7.46,610,Large,1
2022-02-04,9,North,110,Beverages,7,26.39,0,,3.77,548,Small,0
2022-11-06,10,North,125,Household,10,84.0,0,,8.4,588,Small,1
2022-01-22,9,North,137,Household,12,47.76,0,,3.98,365,Large,1
2022-07-27,2,South,140,Personal Care,11,39.82,0,,3.62,968,Large,0
2022-03-09,9,North,132,Snacks,7,64.33,0,,9.19,494,Small,0
2022-04-20,4,North,131,Personal Care,8,55.36,0,,6.92,896,Small,0
2022-07-02,2,South,150,Personal Care,7,50.47,0,,7.21,726,Large,1
2022-06-10,4,East,147,Beverages,24,55.68,1,Discount,2.32,773,Medium,0
2022-07-02,3,East,113,Beverages,12,105.48,0,,8.79,370,Medium,1
2022-11-25,8,East,111,Beverages,9,88.38,0,,9.82,582,Medium,0
2022-08-28,6,South,109,Household,10,62.1,0,,6.21,199,Large,1
2022-04-16,6,East,139,Personal Care,2,18.32,0,,9.16,889,Medium,1
2022-10-18,4,North,149,Snacks,24,62.64,1,Discount,2.61,823,Large,0
2022-09-19,5,North,116,Snacks,11,94.6,0,,8.6,795,Medium,0
2022-08-29,3,North,127,Snacks,15,53.25,0,,3.55,241,Small,0
2022-08-16,5,South,112,Beverages,17,71.74,1,BuyOneGetOne,4.22,491,Large,0
2022-07-30,3,North,127,Dairy,12,116.76,0,,9.73,891,Large,1
2022-07-20,8,North,137,Dairy,10,57.1,0,,5.71,807,Large,0
2022-03-31,10,East,147,Beverages,17,74.46,1,BuyOneGetOne,4.38,800,Medium,0
2022-07-23,6,East,143,Beverages,9,70.2,0,,7.8,591,Large,1
2022-01-03,5,North,145,Dairy,10,52.0,0,,5.2,674,Large,0
2022-10-25,4,South,120,Household,19,95.95,1,Discount,5.05,805,Medium,0
2022-08-06,9,East,119,Household,15,94.95,0,,6.33,512,Small,1
2022-12-16,4,East,147,Household,11,41.47,0,,3.77,910,Large,0
2022-03-02,3,South,104,Household,25,120.5,1,FlashSale,4.82,706,Large,0
2022-08-12,8,East,134,Personal Care,9,81.99,0,,9.11,260,Large,0
2022-08-05,8,South,102,Beverages,8,31.52,0,,3.94,196,Small,0
2022-03-17,4,South,129,Dairy,19,45.22,1,Discount,2.38,542,Small,0
2022-06-16,10,North,107,Personal Care,12,111.24,0,,9.27,265,Medium,0
2022-03-18,1,East,149,Beverages,9,81.27,0,,9.03,361,Large,0
2022-12-07,8,South,150,Snacks,8,34.16,0,,4.27,290,Small,0
2022-07-06,6,South,140,Beverages,11,73.59,0,,6.69,954,Small,0
2022-06-10,3,North,123,Personal Care,6,37.14,0,,6.19,915,Medium,0
2022-03-14,6,South,127,Snacks,7,58.73,0,,8.39,446,Small,0
2022-09-23,4,East,120,Personal Care,19,65.74,1,Discount,3.46,243,Small,0
2022-06-04,10,East,115,Snacks,18,137.88,1,FlashSale,7.66,182,Medium,1
2022-04-14,8,North,144,Personal Care,9,39.51,0,,4.39,303,Medium,0
2022-01-16,5,East,116,Household,8,58.32,0,,7.29,971,Small,1
2022-02-05,10,South,108,Snacks,9,70.29,0,,7.81,471,Small,1
2022-06-29,7,East,108,Beverages,11,102.85,0,,9.35,751,Medium,0
2022-11-17,8,East,126,Snacks,15,97.2,0,,6.48,335,Medium,0
2022-01-16,2,South,125,Household,30,126.6,1,FlashSale,4.22,339,Small,1
2022-02-01,3,South,136,Personal Care,15,64.05,0,,4.27,491,Small,0
2022-05-27,2,North,111,Beverages,8,56.0,0,,7.0,978,Small,0
2022-05-11,5,North,117,Personal Care,10,63.3,0,,6.33,770,Large,0
2022-10-09,10,South,146,Dairy,6,25.38,0,,4.23,783,Small,1
2022-03-23,1,North,119,Personal Care,12,48.84,0,,4.07,971,Medium,0
2022-06-01,5,South,127,Personal Care,7,37.52,0,,5.36,572,Medium,0
2022-02-23,2,South,145,Beverages,27,71.82,1,Discount,2.66,292,Medium,0
2022-05-26,4,North,106,Personal Care,9,86.31,0,,9.59,999,Medium,0
2022-11-28,9,East,128,Beverages,7,43.82,0,,6.26,575,Small,0
2022-10-04,4,East,149,Personal Care,9,34.02,0,,3.78,350,Medium,0
2022-07-20,10,South,126,Dairy,9,83.79,0,,9.31,402,Small,0
2022-07-06,8,North,123,Dairy,17,88.4,1,FlashSale,5.2,190,Large,0
2022-08-20,3,North,143,Household,21,117.6,1,Discount,5.6,505,Large,1
2022-01-03,3,East,118,Snacks,9,25.56,0,,2.84,189,Medium,0
2022-09-02,8,North,106,Beverages,16,123.68,0,,7.73,140,Large,0
2022-01-22,2,East,117,Snacks,8,63.12,0,,7.89,449,Medium,1
2022-08-24,4,South,103,Personal Care,22,126.28,1,BuyOneGetOne,5.74,632,Medium,0
2022-11-22,4,North,111,Beverages,10,98.9,0,,9.89,221,Medium,0
2022-08-24,10,North,135,Beverages,20,124.4,1,BuyOneGetOne,6.22,172,Large,0
2022-03-18,9,North,146,Beverages,12,32.52,0,,2.71,592,Small,0
2022-05-31,1,South,128,Beverages,9,33.57,0,,3.73,703,Medium,0
2022-05-10,1,East,117,Snacks,16,51.68,0,,3.23,113,Small,0
2022-01-03,9,East,108,Snacks,8,57.04,0,,7.13,806,Medium,0
2022-07-10,1,East,119,Dairy,17,49.47,0,,2.91,129,Medium,1
2022-01-17,9,East,150,Dairy,21,76.44,1,FlashSale,3.64,712,Large,0
2022-09-16,5,North,102,Beverages,6,41.64,0,,6.94,314,Large,0
2022-02-20,7,East,146,Household,8,20.72,0,,2.59,756,Large,1
2022-01-10,10,South,102,Personal Care,11,94.27,0,,8.57,248,Large,0
2022-12-24,3,South,116,Household,9,30.87,0,,3.43,816,Medium,1
2022-07-24,5,North,123,Dairy,8,24.96,0,,3.12,357,Small,1
2022-07-20,8,South,111,Dairy,14,108.08,0,,7.72,864,Small,0
2022-01-05,10,South,149,Beverages,7,42.63,0,,6.09,310,Large,0
2022-07-04,6,East,137,Beverages,6,36.78,0,,6.13,175,Large,0
2022-12-21,3,South,115,Beverages,9,72.36,0,,8.04,372,Medium,0
2022-01-09,5,East,149,Snacks,6,18.72,0,,3.12,315,Large,1
2022-05-17,7,South,104,Dairy,11,78.87,0,,7.17,163,Large,0
2022-08-15,7,North,105,Snacks,18,157.14,0,,8.73,319,Small,0
2022-09-03,4,East,133,Household,10,22.2,0,,2.22,487,Small,1
2022-02-22,1,East,101,Personal Care,8,50.8,0,,6.35,336,Medium,0
2022-04-03,3,North,129,Dairy,21,121.38,1,Discount,5.78,920,Medium,1
2022-03-14,6,East,148,Dairy,18,130.68,1,FlashSale,7.26,482,Large,0
2022-01-18,4,South,114,Beverages,14,128.38,0,,9.17,268,Medium,0
2022-04-08,7,North,107,Dairy,7,58.52,0,,8.36,350,Large,0
2022-12-04,4,North,106,Snacks,9,72.18,0,,8.02,698,Small,1
2022-07-30,8,South,132,Personal Care,6,34.02,0,,5.67,840,Large,1
2022-07-29,9,North,103,Household,10,27.9,0,,2.79,204,Medium,0
2022-04-19,8,South,138,Snacks,8,47.28,0,,5.91,146,Medium,0
2022-02-07,9,South,134,Snacks,11,37.07,0,,3.37,719,Large,0
2022-10-10,9,East,148,Personal Care,11,42.02,0,,3.82,858,Medium,0
2022-02-09,6,North,126,Personal Care,12,75.36,0,,6.28,383,Medium,0
2022-10-16,5,East,107,Beverages,18,106.92,1,BuyOneGetOne,5.94,559,Large,1
2022-12-07,7,South,145,Household,16,96.96,0,,6.06,779,Medium,0
2022-10-31,8,East,130,Household,9,53.64,0,,5.96,871,Small,0
2022-12-30,8,North,112,Snacks,8,34.64,0,,4.33,204,Medium,0
2022-03-12,5,East,131,Snacks,11,95.48,0,,8.68,711,Small,1
2022-03-17,3,North,136,Dairy,16,92.16,0,,5.76,656,Medium,0
